full_text,tweet_clean,english_text,label
Pertimbangan penggunaan AI untuk industri ini orientasinya kapitalistik banget. Biar lebih cepet lebih efisien lebih murah. Legal? Mungkin. Bermoral? Jangan harap. Terus apa bedanya sama orang borju era revolusi industri yang me-mekanisasi proses produksi dan mengopresi buruh?,timbang guna ai industri orientasi kapitalistik banget biar lebih cepet lebih efisien lebih murah legal mungkin moral jangan harap terus apa beda sama orang borju era revolusi industri mekanisasi proses produksi mengopresi buruh,"Weigh the use of the capitalistic orientation industry, so that it is faster to be more efficient more efficient, it is legally cheaper, maybe morals don't expect to be different from the Borju Era Era of the Production Mechanization Industrial Revolution to Express Workers",positive
#AI #masalah #tantangan #manusia #etika #privasi #keamanan #kesenjangan #pengangguran #ancaman #eksistensial. #menggantikan #peran #kemanusiaan #kedaulatan #negara #kajian #regulasi #pengembangan #penggunaan #moral #hukum. #kominfo #kemenkominfo https://t.co/D11EzP7eiW,,TRANSLATION_FAILED,neutral
Spanyol mengukuhkan posisi sebagai pemimpin industri AI dengan mendirikan badan regulasi AI. Badan ini akan bertanggung jawab untuk menetapkan standar etika kualitas dan keamanan untuk pengembangan dan penggunaan AI di Spanyol. 🇪🇸 https://t.co/y9YZ66Xq7b,spanyol kukuh posisi pimpin industri ai diri badan regulasi ai badan tanggung jawab tetap standar etika kualitas aman kembang guna ai spanyol,Spanish Kukuh Position of the AI ​​Self -Industry Leading Agency AI Regulation Agency Permanent Responsibility Agency Ethics Standard Quality Safe Facilities for Spanish AI,positive
#ResponsibleAI berbicara tentang pengembangan dan penggunaan AI yang berfokus pada manusia. Di Microsoft ada enam prinsip etika AI yang perusahaan tetapkan sebagai bentuk #ResponsibleAI. Apa saja contoh praktis dari prinsip-prinsip tersebut yang dapat Anda terapkan? https://t.co/gs8aIbu1xP,bicara kembang guna ai fokus manusia microsoft enam prinsip etika ai usaha tetap bentuk apa contoh praktis prinsipprinsip sebut terap,talking to flower for the focus of Microsoft human focus six principles of ethical business AI permanent forms of practical examples,positive
Soroti Pengembangan AI Megawati: Tak Boleh Abaikan Kebenaran dan Etika Kemanusiaan - https://t.co/sooka7NunB https://t.co/QxblpPAx4L,sorot kembang ai megawati tak abai benar etika manusia,Highlight Kembang Ai Megawati is not ignorant of human ethics,neutral
Untuk review buku lebih asik ngembangin fakta2 yang udah ada. Btw lagi journaling buku AI Ethics Enviromental Ethics dan pengembangan etika buat pelaku ekonomi. https://t.co/rmyCJiMMI1,review buku lebih asik ngembangin fakta udah btw journaling buku ai ethics enviromental ethics kembang etika buat laku ekonomi,Book reviews are more cool to develop facts that have been btw journaling AI Ethics Environmental Ethics Ethics for Economic Laks,positive
Pemerintah Amerika umumkan American AI Initiative https://t.co/dUREHKGao7 untuk promosikan penelitian dan pengembangan kecerdasan buatan dan berikan pedoman etika bagi industri. @ShareAmerica https://t.co/ApbpIWe0Na https://t.co/3DnXQushRs,perintah amerika umum american ai initiative promosi teliti kembang cerdas buat ikan pedoman etika industri,American orders American American Ai Initiative Promotion Careful Kembang Kembang For Fish Guidelines for Industrial Ethics,negative
Oleh karena itu pemerintah pengembang dan masyarakat secara keseluruhan perlu bekerja sama untuk menetapkan kerangka kerja dan standar etika yang jelas dalam pengembangan AI.,perintah kembang masyarakat seluruh perlu kerja sama tetap kerangka kerja standar etika jelas kembang ai,Community development orders all need to cooperate with permanent framework of Ethics Standards.,neutral
Menjaga Etika dalam Pengembangan AI Pengembangan kecerdasan buatan harus dilakukan dengan prinsip-prinsip etika yang kuat. Meskipun AI dapat membantu kita dalam banyak hal kita perlu memastikan bahwa penggunaannya tidak melanggar privasi menciptakan bias yang tidak adil.,jaga etika kembang ai kembang cerdas buat laku prinsipprinsip etika kuat meski ai bantu banyak perlu pasti guna langgar privasi cipta bias adil,Maintain Ethics Flower AI Kembang Smart for the Laks of Strong Ethics Principles Although AI Helps a lot needs to be exactly in order to violate Cipta Bias Fair,positive
2/8: Kecerdasan Buatan (AI) telah meresap ke berbagai aspek kehidupan kita. Dari asisten virtual hingga mobil otonom AI telah mengubah cara kita bekerja dan berinteraksi. Tapi ada kekhawatiran tentang penggunaan data pribadi dan etika dalam pengembangan AI. #AI #Privasi https://t.co/ZqVvN5fivx,cerdas buat ai resap bagai aspek hidup asisten virtual hingga mobil otonom ai ubah cara kerja interaksi khawatir guna data pribadi etika kembang ai,intelligent for anchoor ai like a life aspect of virtual assistant to AI autonomous cars change the workings of worrying interaction for personal data for AI flower ethics,positive
dari Hakim Kamar Perdata Haswandi memahami bahwa meskipun kecerdasan buatan (AI) memiliki potensi besar dalam membantu memenuhi kebutuhan menunjukkan bahwa dalam pengembangan dan penggunaan AI penting untuk memperhatikan etika dan regulasi yg menjaga keamanan #HakimAgungHaswandi https://t.co/oOGnziYOtT,hakim kamar perdata haswandi paham meski cerdas buat ai milik potensi besar bantu penuh butuh tunjuk kembang guna ai penting perhati etika regulasi yg jaga aman,"Civil Room Judge Haswandi understands even though it is smart for AI belonging to the great potential, the full help needs to show the flower for the important thing to pay attention to the ethics of the regulation that is safe",positive
Pengembangan teknologi AI untuk keperluan militer kayak drone otonom atau senjata cerdas dapat nimbulin resiko serius kalo dipake tanpa kendali dan etika yang baik.,kembang teknologi ai perlu militer kayak drone otonom senjata cerdas nimbulin resiko serius kalo dipake kendali etika baik,AI technology flowers need military like an autonomous drone of intelligent weapon nimbulin serious risk if the control of good ethics is used,positive
3️⃣ Masa Depan Etika AI: Siapa Penegahnya? Musk mendukung ide wasit pihak ketiga untuk mengawasi pengembangan AI dan mengangkat kekhawatiran. Apakah kita sebenarnya memerlukan pengawasan independen untuk memastikan AI dikembangkan dengan etika dan keamanan yang baik?,masa depan etika ai siapa tegah musk dukung ide wasit pihak tiga awas kembang ai angkat khawatir benar perlu awas independen pasti ai kembang etika aman baik,"The future of the ethics of AI who is up to support the idea of ​​the referee for the three alert to the flower, lift, fear, worry about it, it is necessary to be aware of independent",positive
kita harus menguasai pekerjaan yang gabisa dilakukan oleh robot/AI. Memang banyak untungnya tapi jangan sepelekan bidang humaniora dan seni sejarah etika filsafat dan pengembangan manusia lainnya. InsyaAllah kita bisa kok mengelola makhluk hidup apalagi benda mati itu.,kuasa kerja gabisa laku robotai memang banyak untung jangan sepele bidang humaniora seni sejarah etika filsafat kembang manusia lain insyaallah kok kelola makhluk hidup benda mati,"The power of work can not be a Robotai Lak Laku, there is a lot of profit, don't be trivial, the Humanities of History of History of other human flower philosophy, God willing",positive
Etika pengembangan teknologi AI disusun. Jangan sampai kalah cerdas.,etika kembang teknologi ai susun jangan kalah cerdas,Ai stacking technology flower ethics don't be less intelligent,positive
Masalah Etika Jadi Tantangan Utama Pengembangan Teknologi AI https://t.co/eVs3TNzcaV,masalah etika jadi tantang utama kembang teknologi ai,ethical issues to be the main challenge of AI technology flower,positive
@tubirfess Poin nya bukan soal hal yang ribet diganti dengan yang efektif ya TAPI SOAL ETIKA PENGEMBANGAN AI ITU YANG DILAKUKAN DENGAN NYOLONG ART BUATAN MANUSIA DAN TENTUNYA PEMILIK ART TIDAK TERIMA ART NYA DIGUNAKAN SECARA SEPIHAK BEGITU,poin nya bukan soal ribet ganti efektif soal etika kembang ai laku nyolong art buat manusia tentu milik art terima art nya guna pihak,"The point is not a matter of complicated changes to the ethics of flower flower, the behavior of the arts for humans, of course belongs to the art, accept the arts for the party",negative
12. Kerangka Etis Pedoman moral apa yang harus memandu pengembangan AI? Kerangka etika apa yang harus memandu pengembangan AI? https://t.co/LFRcmQPyvM,kerangka etis pedoman moral apa pandu kembang ai kerangka etika apa pandu kembang ai,Ethical Framework Moral Guidelines What Pandu Kembang AI Framework Ethics What is Pandu Kembang Ai,positive
Kita sebagai manusia memegang kendali dalam pengembangan AI. Kita dapat mengatur tujuan etika dan batasan AI. Penggunaan AI yang bertanggung jawab dan etis menjadi tanggung jawab kita.,manusia pegang kendali kembang ai atur tuju etika batas ai guna ai tanggung jawab etis jadi tanggung jawab,Humans hold the control of flowers to adjust the aim of the ethics of AI for AI ethical responsibilities to be responsible,positive
Perdebatan tampaknya berkisar pada beberapa poin penting: 1. **Pengembangan dan etika AI**: LeCun mengkritik Musk atas pendiriannya terhadap pengembangan AI khususnya peringatannya tentang potensi bahaya AI. LeCun berpendapat bahwa klaim Musk sangat salah dan penelitian AI,debat tampak kisar beberapa poin penting kembang etika ai lecun kritik musk atas diri kembang ai khusus ingat potensi bahaya ai lecun dapat klaim musk sangat salah teliti ai,The debate appears to be a few important points of the ethical flower of AI Lecun MUSK criticism of self -flowers specifically remember the potential dangers of Lecun can claim Musk is very mistaken Ai,positive
Menjaga Etika dan Keamanan dalam Pengembangan AI https://t.co/1sJfKCbQ4N,jaga etika aman kembang ai,Maintain Safe Kembang Ai's ethics,positive
Tim Ahli Etika AI Kritik Petisi Ajakan Pause Pengembangan AI #SuratTerbukaStopKembangkanAI #DAIRInstitute #TimnitGebru #EmilyBender #AngelinaMcMillan #MargaretMitchell https://t.co/9diZ8U6PtA https://t.co/bqoRsRb8Gq,tim ahli etika ai kritik petisi aja pause kembang ai,AI Ethic Expert Team Criticism of Petitions Pause Kemu Kembang Ai,neutral
Tantangan Etika dalam Pengembangan dan Penggunaan AI https://t.co/kdPVMwYp67,tantang etika kembang guna ai,challenge the ethics of flower for ai,neutral
chatbot lebih canggih efektif. Ahli etika AI (AI Ethics Expert): Seiring perkembangan AI etika jadi makin penting. Ahli etika AI akan bantu pastikan pengembangan AI dilakukan dengan etika tepat dan bahwa penggunaan AI tidak rugikan manusia. #ChatGPT #chatbot #DataAnalytics,chatbot lebih canggih efektif ahli etika ai ai ethics expert iring kembang ai etika jadi makin penting ahli etika ai bantu pasti kembang ai laku etika tepat guna ai rugi manusia,Chatbot is more sophisticated effectively Ethic Expert AI AI Ethics Experts AI Flower Ethics So it is increasingly important,positive
- Pendidikan: adalah kunci untuk membangun pemahaman yg lebih luas ttg #AI dan bgmn itu dpt mempengaruhi masyarakat. Seperti memperkenalkan AI ke dlm kurikulum pendidikan di semua tingkatan dan memperkenalkan pelatihan ttg etika dan prinsip2 pengembangan AI yg bertanggung jawab.,didik kunci bangun paham yg lebih luas ttg bgmn dpt pengaruh masyarakat kenal ai dlm kurikulum didik semua tingkat kenal latih ttg etika prinsip kembang ai yg tanggung jawab,students key to building broader understandings about the influence of the community knowing the AI ​​in the curriculum of students all levels of knowing the ethics of the principle of flower that is responsible,positive
Pemerintah Dorong Pengembangan Kecerdasan Buatan dengan Panduan Etika AI https://t.co/omRriynb0Z,perintah dorong kembang cerdas buat pandu etika ai,Smart flower pushing orders for AI ethics,positive
Keamanan siber harus menjadi prioritas utama seiring meningkatnya penggunaan AI. Dari potensi serangan adversarial hingga risiko privasi data perlu adanya perhatian khusus terhadap deteksi ancaman AI perlindungan data sensitif dan penerapan etika dalam pengembangan teknologi .,aman siber jadi prioritas utama iring tingkat guna ai potensi serang adversarial hingga risiko privasi data perlu ada perhati khusus deteksi ancam ai lindung data sensitif terap etika kembang teknologi,"Safe cyber is the main priority of the level of the use of the potential for attack adversarial to the risk of data privacy, it is necessary",positive
Wamenkominfo Nezar Patria Dorong Pengembangan Etika AI untuk Dunia Pendidikan https://t.co/39um4aB2Pt,wamenkominfo nezar patria dorong kembang etika ai dunia didik,Deputy Minister of Communication and Information Nezar Patria Encourages Ethics of Didik Ethics,neutral
7/7: Kesimpulannya AI telah membawa banyak kemajuan dalam berbagai bidang. Namun penting untuk mempertimbangkan dampak sosial dan etika dari penggunaannya dan untuk mencari cara untuk mengatasi masalah yang mungkin muncul seiring dengan pengembangan teknologi.,simpul ai bawa banyak maju bagai bidang penting timbang dampak sosial etika guna cari cara atas masalah mungkin muncul iring kembang teknologi,"AI node brought a lot of advanced like an important field of weighing the social impact of ethics in order to find ways of the problem, it might emerge a technology flower",positive
Melalui podcast Etika AI: Memahami dan Menyikapi Teknologi dengan Bijak kita akan membahas tentang bagaimana pentingnya peran etika dalam pengembangan dan penggunaan AI.,lalu podcast etika ai paham sikap teknologi bijak bahas bagaimana penting peran etika kembang guna ai,Then Podcast Ethics AI Understanding the attitude of wise technology discusses how important the role of flower ethics is for AI,positive
Dan ada 3 cara sederhana untuk membangun etika (jika hukum tak memadai): Berterimakasih Antri atau MEMINTA MAAF..Jika ini pun kau tak bisa maka (terlepas sebaik apapun niatmu) hadirmu dalam masyarakat cuma merusak kelestarian hidup bersama spesies kita,cara sederhana bangun etika hukum tak pada berterimakasih antri minta maafjika kau tak lepas baik apa niat hadir masyarakat cuma rusak lestari hidup sama spesies,Simple Way to Build Legal Ethics Not to be grateful to queue apologize if you cannot be separated if the intention to attend the community is only damaged sustainable to live with species,positive
@Sprinter99880 Etika Artificial Intelligence (AI) &gt; bidang yang mempelajari masalah moral yang terkait dengan pengembangan implementasi &amp; penggunaan kecerdasan buatan. Teknologi ini dapat mempengaruhi kehidupan manusia secara signifikan. Penggunaan AI yang tidak etis dapat menimbulkan masalah.,etika artificial intelligence ai gt bidang ajar masalah moral kait kembang implementasi amp guna cerdas buat teknologi pengaruh hidup manusia signifikan guna ai etis timbul masalah,"Ethics of Artificial Intelligence AI GT Field of Teaching Moral Problems Hook Development Implementation AMP for intelligent for technology The influence of human life is significant for ethical problems, problems arise",positive
5️⃣ Tantangan Etika dalam Pengembangan Software Programmer sering berhadapan dengan dilema etika seperti bagaimana data digunakan atau implikasi sosial dari teknologi yang mereka buat. AI tidak memiliki kapasitas moral untuk membuat keputusan ini.,tantang etika kembang software programmer sering hadap dilema etika bagaimana data guna implikasi sosial teknologi buat ai milik kapasitas moral buat putus,Challenges the Ethics of Kembang Software Programmer often faces ethical dilemma how data for social technological implications for AI belongs to moral capacity for breaking up,positive
Pentingnya etika dalam pengembangan dan penggunaan AI tidak boleh diabaikan. Kami harus menjaga privasi keadilan dan keberlanjutan dalam era AI. Baca perspektif menarik tentang etika dalam AI di blog ini: https://t.co/ApzDslSzVT #AI #EtikaAI #KecerdasanBuatan ,penting etika kembang guna ai abai jaga privasi adil lanjut era ai baca perspektif tarik etika ai blog,important flower ethics for AI abai keeping on privacy Adfille,positive
AI telah membawa banyak manfaat bagi berbagai sektor dari bisnis hingga kesehatan. Namun perkembangan pesat teknologi ini juga menimbulkan tantangan etika dan keamanan yang kompleks. Bagaimana kita memastikan AI digunakan secara etis dan aman? https://t.co/Z3zeEJEqmy,ai bawa banyak manfaat bagai sektor bisnis hingga sehat kembang pesat teknologi timbul tantang etika aman kompleks bagaimana pasti ai guna etis aman,AI brings many benefits to the business sector to healthy rapid flower technology arises the ethics of safe complex how AI is definitely ethical safe,positive
- Transparansi dan akuntabilitas: Sistem AI harus transparan dlm mengambil keputusan dan bertanggung jawab atas tindakannya - Pedoman etika: Pengembangan dan penggunaan AI harus berpedoman pd prinsip etika yg mengutamakan kesejahteraan dan keselamatan manusia,transparansi akuntabilitas sistem ai transparan dlm ambil putus tanggung jawab atas tindak pedoman etika kembang guna ai pedoman pd prinsip etika yg utama sejahtera selamat manusia,Transparency of Transparent AI System Accountability in Taking Decision of Responsibility for Acts of Flower Ethics Guidelines for AI Guidelines for the Principles of Ethics The Main Prosperous Human,positive
Menkominfo menerbitkan Surat Edaran Etika Penggunaan AI yang diharapkan dapat jadi pedoman etika pengembangan dan pemanfaatan AI di Indonesia. Ini isinya. https://t.co/pXpVu5s3mH,menkominfo terbit surat edar etika guna ai harap jadi pedoman etika kembang manfaat ai indonesia isi,"The Minister of Communication and Information Published a Circular Letter of Ethics for AI, please be a guideline for the Ethics of Flower Benefits of AI Indonesia.",neutral
Kementerian Komunikasi dan Informatika (Kemenkominfo) saat ini tengah menyusun etika mengenai pengembangan dan penggunaan kecerdasan buatan (artificial intelligent/AI) seiring dengan perkembangan teknologi terbaru tersebut yang kian masif #MBKBFM https://t.co/2r2FloWreH,menteri komunikasi informatika kemenkominfo tengah susun etika kena kembang guna cerdas buat artificial intelligentai iring kembang teknologi baru sebut kian masif,The Minister of Information Communication of the Ministry of Communication and Information is developing ethics to be intelligent for intelligent artificial intelligence,positive
@Astha_fathur Kekhawatiran yg wajar soal pengembangan teknologi AI dan potensi penyalahgunaannya. Seperti nuklir dll perlu adanya regulasi dan standar etika yg jelas utk penggunaan AI serta memastikan pengembangannya dilakukan dgn transparansi dan integritas yg tinggi.,khawatir yg wajar soal kembang teknologi ai potensi penyalahgunaannya nuklir perlu ada regulasi standar etika yg jelas utk guna ai pasti kembang laku dgn transparansi integritas yg tinggi,"worried that it was reasonable about the flower of technology ae of nuclear abuse, there needs to be a clear standard ethical regulation for the use of the flower to sell well with high integrity transparency",positive
Nilai-nilai etika kepemimpinan juga diutamakan baik untuk personal maupun pengembangan tim. AI masih memiliki keterbatasan untuk mewujudkan hal-hal tersebut.,nilainilai etika pimpin utama baik personal maupun kembang tim ai milik batas wujud halhal sebut,The value of the main leadership ethics of both personal and the flower of the AI ​​team belongs to the limit of the form,positive
2). AI membunuh seni manusia karena ketika pada saatnya nanti semua karya di bidang apa pun menggunakan AI nilai2 kemanusiaan akan HILANG tergantikan o/ mesin.,ai bunuh seni manusia saat semua karya bidang apa guna ai nilai manusia hilang ganti o mesin,ai kill human art when all the work of what field is for the use of human values ​​to disappear o Machine,neutral
Dear Marjin Kiri ini bukan soal plagiat atau bukan tapi etis atau tidak. Teknologi AI mengambil karya² para seniman tanpa meminta izin terlebih dahulu atau memberi credit dalam proses mereka melatih &amp; mengembangkan teknologi tersebut. Ini yg diprotes oleh banyak seniman,dear marjin kiri bukan soal plagiat bukan etis teknologi ai ambil karya seniman minta izin lebih beri credit proses latih amp kembang teknologi sebut yg protes banyak seniman,"The left dear margin is not a matter of plagiarism, not ethical technology, AI takes the work of artists asking for more permission to give credit processes to train the technology, which is called many artists",positive
@parlefeu @mithamiwuwu Kalau untuk output non eksakta &amp; kreativitas &amp; imajinasi penggunaan AI memang bagusnya diregulasi pak. Bisa matiin kreativitas manusia blm kabarnya data train AI ini bakal ditingkatkan kemampuannya bs memiliki emosi. Itu lebih bahaya lg data trainnya malah makin liar.,kalau output non eksakta amp kreativitas amp imajinasi guna ai memang bagus regulasi pak matiin kreativitas manusia blm kabar data train ai bakal tingkat mampu bs milik emosi lebih bahaya lg data trainnya malah makin liar,"if the output non -exact amp creativity amp imagination for AI is good, the regulation of Pak Matiin Human creativity hasn't been news that the data train will be able to be able to be able to be more dangerous to emotions.",positive
Apa kata bagi pelajar-pelajar belajar dulu etika? Kalau tak itu yang jadi buat paper siapkan assignment dll pakai ChatGPT copy bulat-bulat. Kalau ajar guna tools tetapi tak dididik tanggungjawab di sebalik kuasa oleh tools itu jangan terkejut nanti ramai salah guna.,apa kata pelajarpelajar ajar dulu etika kalau tak jadi buat paper siap assignment pakai chatgpt copy bulatbulat kalau ajar tools tak didik tanggungjawab balik kuasa tools jangan kejut ramai salah,What do students say teaching learning first ethics if it does not become a paper ready for assignment using chatgpt copy round bold if you teach tools do not educate the responsibility of the power of the tools do not be shock,positive
 Etika dan AI di satu kalimat itu oxymoron belom lagi neolib. Ketika ngomongin pemanfaatan AI ada labor (kreatif pula) yang dilangkahi. Belom ngomongin energy consumption yg dipake untuk melatih AI. kalo mau ngomongin ethics jangan berhenti di konsumsi pemanfaatan aja.,etika ai satu kalimat oxymoron bom neolib ngomongin manfaat ai labor kreatif langkah bom ngomongin energy consumption yg dipake latih ai kalo mau ngomongin ethics jangan henti konsumsi manfaat aja,"Ethics AI One Sentences Oxymoron Neolib Bomb Talking the Benefits of AI Creative Labor Steps Bomb Talking Energy Consumption that is used by AI if you want to talk about ethics, don't stop consuming benefits.",positive
sebenernya yang jadi masalah gambar AI itu sbg berikut: 1. Dataset didapatkan tanpa ijin (mengandung foto medis yang sifatnya privat dan pornografi anak) sehingga teknologi yang dihasilkan pun secara langsung menjadi unethical lanjut di reply,sebenernya jadi masalah gambar ai sbg ikut dataset dapat ijin kandung foto medis sifat privat pornografi anak teknologi hasil langsung jadi unethical lanjut reply,"Actually, it becomes a problem with AI images as follows by dataset can be a medical photo permit for private pornography.",neutral
Sebagai pembaca saya mengajukan saran untuk dihentikan saja meski tidak banyak saya mengenal beberapa teman yang menggeluti seni dan desain menolak gambar AI apalagi untuk komersil adalah bentuk penghargaan kepada seniman. Terlepas legal atau ilegal gambar AI tidak etik.,baca aju saran henti meski banyak kenal beberapa teman gelut seni desain tolak gambar ai komersil bentuk harga seniman lepas legal ilegal gambar ai etik,"Read the Aju Suggestions Stop even though many friends know a few friends of the art of rejecting AI Commercial Image, the price of the Illegal Legal Loose Artists",negative
Penggunaan AI itu utamanya soal moral &amp; etika. Semua gambar yang di generate AI pasti sumbernya dari karya lain di internet yang diambil tanpa izin dari pembuatnya. Jangan ikutan pemerintah soal ginian,guna ai utama soal moral amp etika semua gambar generate ai sumber karya internet ambil izin buat jangan ikut perintah soal ginian,In order for the main AI about the moral amp ethics all images of generate AI source of the internet take permission to not follow the order about ginian,positive
@vitraiol YES. Semua yang pakai AI kalau diuangkan juga enggak etis. LAGIAN.. BANYAK KOK SENIMAN KREATIF YANG BUTUH DIMAKMURKAN. Malah melanggengkan yang salah hanya karena yang lain pun berlaku hal serupa.,yes semua pakai ai kalau uang enggak etis lagi banyak kok seniman kreatif butuh makmur malah langgeng salah laku rupa,"Yes everyone uses AI if money is not ethical anymore, how come a lot of creative artists need prosperous even lasting",positive
Guys kita sudah dapat UU di mereka OpenAI dan lain-lainnya(Midjourney StableDiffusion Others) HARUS BAYAR orang-orang yang karyanya digunakan untuk project AI mereka Bukan hanya benar secara moral tetapi secara legal juga diharuskan KERINGIN DOMPET TECHBROS,guys uu openai lainlainnyamidjourney stablediffusion others bayar orangorang karya guna project ai bukan benar moral legal harus ringin dompet techbros,Guys Uu OpenAni Other LimsiMaDJourney Stabledifusion Others Pay People Work For Project AI Not True Legal Moral Must Ringin Techbros Wallet,negative
awalnya marah betul baca perbandingan penggunaan traktor &amp; kerbau dgn pnggunaan AI (dlm kerja desain yg dikomersialisasi) tp lalu menyadari kl msh bnyk yg blm mngetahui cara kerja AI dlm menghasilkan suatu produk desain &amp; knp kemudian bnyk pihak yg mmpermasalahkannya scr etika.,awal marah betul baca banding guna traktor amp kerbau dgn pnggunaan ai dlm kerja desain yg komersialisasi tp lalu sadar kl msh bnyk yg blm mngetahui cara kerja ai dlm hasil suatu produk desain amp knp kemudian bnyk pihak yg mmpermasalahkannya scr etika,"Early angry really read the appeal for the buffalo tractor with the use of AI in the work of the commercialization design but then realize that there are still many who know the way AI works in the results of an amp design product, then the party who makes it in question is ethics",positive
Catat! Inilah Etika Penggunaan AI untuk Mahasiswa dan Dosen yang Diatur di Panduan GenAI Kemendikbudristek https://t.co/ulODTG5tCQ,catat ini etika guna ai mahasiswa dosen atur pandu gena kemendikbudristek,Record this Ethics for AI Student Lecturer Setting Pandu Gena Kemendikbudristek,neutral
Kerjaan gue sebagai researcher sedikit banyak mengalami ancaman yg sama. Namun kami punya stance yg lebih jelas: reproduksi proses teknikal &amp; produk (statistik data dll) itu boleh AI. Proses intelektual seperti menulis argumen dll itu yg harus bebas dr AI. Kalo seni gimana?,kerja gue researcher sedikit banyak alami ancam yg sama punya stance yg lebih jelas reproduksi proses teknikal amp produk statistik data ai proses intelektual tulis argumen yg bebas dr ai kalo seni gimana,My work is a more or less the same threatening the same threat has a clearer stance reproduction of technical processes amp statistical products AI Intellectual Process Write arguments that are free from AI if art,positive
AI masih belum bisa dipake secara etis karena databasenya masih ngambil di internet tanpa izin Perlu diingat Art is luxury Memang mahal karena effortnya bukan cuma gambar sebiji sehari jadi tapi proses gimana sampai bisa gambar sebiji sehari jadi #TolakGambarAI,ai dipake etis databasenya ngambil internet izin perlu ingat art is luxury memang mahal effortnya bukan cuma gambar biji hari jadi proses gimana gambar biji hari jadi,AI uses ethical databases to take the internet permission to remember art is luxury is indeed expensive the effort is not just a picture of the anniversary seeds.,negative
Kalau Lo minta sitasi untuk mendukung tidak etisnya AI dalam dunia seni emang Lo buta etika aja sih https://t.co/UhSGjY4Kr4,kalau lo minta sitasi dukung etis ai dunia seni emang lo buta etika aja sih,"if you ask for a situation to support the ethical ai world of art, you are blind ethics",negative
bacaan lanjutan buat mengetahui soal point ethics of AI https://t.co/y9s7uJ6hKj https://t.co/QfMX6g1Dgf https://t.co/6Y4GyhNKlo,baca lanjut buat tahu soal point ethics of ai,Read further to know about Point Ethics of Ai,neutral
Konten AI ekstrim yg ditemukan selama ini mengarah pada kultus personal terhadap sosok teroris. Wahid Foundation menyayangkan hingga saati ni belum terdapat aturan dalam penggunaan teknologi AI khususnya pada bagaimana teknologi ini digunakan dalam penyebaran konten radikal,konten ai ekstrim yg temu lama arah kultus personal sosok teroris wahid foundation sayang hingga saat ni dapat atur guna teknologi ai khusus bagaimana teknologi guna sebar konten radikal,"Extreme AI content that is long -meeting for the direction of the personal cult of the terrorist figure Wahid Foundation, unfortunately until this time can set for special AI technology how technology is to spread radical content",negative
pak kalo anda baca thread saya saya sepakat soal nantinya bisa jadi tool saya sebagai seniman juga suka research tool baru dan memanfaatkan teknologi cutting edge. bisa dicek IG dan profil saya banyak eksperimen. saya rasa argumen bapak ada point valid tapi sudut pandangnya,pak kalo baca thread sepakat soal nanti jadi tool seniman suka research tool baru manfaat teknologi cutting edge cek ig profil banyak eksperimen rasa argumen bapak point valid sudut pandang,"Sir, if you read the thread, I will be about it, so the artist tool likes research tools.",neutral
@iddakoltig ethically wrong buat pake ai di segala sesuatu yg commercial use tp blm ada hukum yg ngelarang,ethically wrong buat pake ai segala yg commercial use tp blm hukum yg ngelarang,ethically wrong to use AI everything that is commercial use but not yet the law that prohibits,negative
permasalahannya bukan pada legalitas pemakaian AI but proses pengumpulan data yang nggak etis dan berujung depriving hak artists. dengan pake AI lu bikin itu mesin makin jago = mass firing of artists u/ ngurangin cost production exactly what the right wants.,masalah bukan legalitas pakai ai but proses kumpul data etis ujung depriving hak artists pake ai lu bikin mesin makin jago mass firing of artists u ngurangin cost production exactly what the right wants,the problem is not the legality of using AI but the process of gathering ethical data ends of depriving rights artists using ai you make the engine more good at mass firing of artists u reduce cost production exactly what the right want,positive
Apakah @marjinkiri juga akan terus menggunakan argumen bahwa legalitas sama dengan moralitas? Bahwa teknologi generative AI tidak ilegal dan justru didorong pengembangannya oleh Pemerintah Indonesia itu betul. Lalu harus serta merta kita pakai?,terus guna argumen legalitas sama moralitas teknologi generative ai ilegal justru dorong kembang perintah indonesia betul lalu merta pakai,Continue to use the argument of legality and the morality of the generative technology of illegal AI actually push the Indonesian command flower then then use it,negative
Bisa ga sih org tuh pake ai buat belajar aja bukan buat komersil?? belajar disini maksudnya ya belajar ya bukan nyontek ini tu jg termasuk etika dalam dunia teknologi ya anjir (eak ngawur sih ini) dunia teknologi tuh ada undang² dan ai ini menyalahi undang² (ini jg asbun),ga sih org tuh pake ai buat ajar aja bukan buat komersil ajar sini maksud ajar bukan nyontek tu jg masuk etika dunia teknologi anjir eak ngawur sih dunia teknologi tuh undang ai salah undang jg asbun,"No, I use AI to teach not for commercial teaching here, the purpose of teaching is not cheating, it also enters the ethics of the world of technology, the world of technology is wrong.",negative
..untuk mematuhi prinsip2 etika dan nilai2 manusia melalui desain dan pengembangan sistem AI yg memperhatikan keseimbangan antara kecerdasan dan kebijaksanaan. Untuk membuat manusia lebih hebat dr AI perlu dilakukan usaha dlm meningkatkan kecerdasan dan kemampuan manusia.,patuh prinsip etika nilai manusia lalu desain kembang sistem ai yg perhati imbang cerdas bijaksana buat manusia lebih hebat dr ai perlu laku usaha dlm tingkat cerdas mampu manusia,Comply with the principle of ethics of human values ​​then the design of the AI ​​system flowers who pay attention to the smart draw for humans is more powerful from AI needs to sell business in the smart level of being able to be humans,positive
